"","id","gender","nat","lang","age","ip","c_mt","w_id","f_t","t_ini","t_end","trials_n","version","id_p","trial","cond","ex1","ex2","ex3","fep","t_in","t1","t2","t_out","t_in_rep","t1_rep","t2_rep","t_out_rep","rt"
"4289",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,2,"dist","giraffe","chimp","bison","rhino","chita","capri","hippopotame","frog",1,1,1,0,15199
"4291",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",1,1,0,1,16893
"4328",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,4,"dist","baobab","juniperus","peach","bux","hyacinth2","chestnut","aster","jellyfish2",1,1,1,0,13960
"4330",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,2,"filler_no","corynactis","acropora","anthopleura","mussida","dindon","ara","alces","squirrel",0,0,0,0,12753
"4341",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","lycaon",1,1,0,0,19006
"4346",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,3,"filler_fep","duck","tera","ara","geoglossum","perruche","owl","paon","rouge",1,1,1,0,18179
"4347",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,3,"fep","amanite2","hypocreopsis","amanite1","fomitopsis","calocera","amanite3","boletus","corynactis",1,1,1,1,31292
"4350",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,5,"fep","mycena","vibrissea","mycena2","fomitopsis","calocera","mycena3","boletus","jellyfish3",1,1,1,0,18852
"4352",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,11,"filler_fep","mesange","dindon","hawk","cassiopea","pelican","perruche","chouette","pachys",1,1,1,1,55097
"4354",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,4,"dist","pears","cephalantera","apples","baobab","cactus2","peach","chestnut","victoria",1,1,1,0,24531
"4355",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,12,"fep","hamster","capri","rat","rabbit","tarsier","mouse","squirrel","frog",1,1,1,0,12189
"4356",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,9,"dist","bouleau","nenuphar","chestnut","cactus3","pachys","oak","peach","taxus",1,1,0,0,10934
"4357",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,15,"fep","lion","chimp","chita","rhino","phacoch","tiger","lycaon","toad",1,1,1,0,9151
"4358",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,7,"filler_yes","macareux","swan","tera","amanite3","ara","chouette","duck","mesange",1,1,1,1,13342
"4360",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,14,"fep","cow","ours","capri","pig","lama","bison","cerf","lemur",1,1,1,0,17476
"4362",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,2,"fep","cacajao","cow","gorilla","capincho","mouse","chimp","tarsier","toad",1,0,1,0,24667
"4363",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,8,"dist","pears","nenuphar","peach","cactus","bux","apples","horn","edulis",0,1,0,0,18900
"4364",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,11,"filler_fep","swan","tera","rouge","phellodon","macareux","owl","duck","pelican",1,1,1,1,20105
"4365",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,6,"fep","horn","juniperus","bouleau","cactus","bux","oak","pears","cassiopea",1,1,1,0,19229
"4366",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,5,"filler_fep","giraffe","alces","bison","peach","cow","capri","okapi","edulis",1,1,0,1,24014
"4367",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",0,0,1,0,14835
"4368",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,7,"filler_yes","macareux","rouge","pelican","libellule","chouette","tera","ara","hawk",1,1,1,1,9364
"4369",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,7,"dist","oryx","ours","cerf","lama","dromadaire","alces","bison","tarsier",1,1,1,0,18615
"4371",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,5,"fep","tiger","porcupine","cat","rhino","phacoch","chita","lycaon","elephant",0,1,0,0,23179
"4372",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,16,"dist","chimp","toad","baboon","tiger","ours","gorilla","cacajao","jellyfish",1,1,1,0,10962
"4374",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,6,"filler_yes","hygrophoropsis","amanite1","boletus","perruche","mycena","amanite2","mycena3","wolf",1,1,1,1,10593
"4376",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,10,"fep","mouse","phacoch","hamster","porcupine","tarsier","rat","squirrel","elephant",1,1,1,1,25625
"4377",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,10,"dist","apples","nenuphar","peach","baobab","cactus3","pears","horn","taxus",0,1,0,0,12360
"4379",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,6,"filler_fep","dindon","hawk","macareux","spider2","pinguouin","pelican","perruche","oak",1,1,1,0,11374
"4380",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,4,"fep","emu","toad","kiwi","tortue","geko","casuarius","chouette","jellyfish2",1,1,0,0,30219
"4381",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,13,"filler_yes","hyacinth2","lilium","hyacinth","black_bear","iris","orchid2","orchid","cephalantera",1,1,1,0,12133
"4382",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,3,"filler_no","paon","swan","dindon","macareux","guepe","moskito","grasshopper","amanite1",0,0,0,0,13910
"4387",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,11,"filler_no","dindon","owl","rouge","perruche","piceap","orchid","hypocreopsis","victoria",0,0,0,0,8052
"4389",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,9,"fep","cerf","hamster","oryx","lycaon","ours","alces","bison","toad",1,1,1,0,27223
"4391",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,8,"dist","capri","cat","bison","pig2","lama","cow","alces","rabbit",1,1,1,1,10050
"4392",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,10,"filler_yes","dindon","swan","duck","amblypigy","pelican","ara","mesange","chouette",1,1,1,0,12669
"4393",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,12,"dist","cactus3","nenuphar","cactus2","bux","toxicodon","cactus","apples","juniperus",0,1,0,0,13164
"4396",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,17,"dist","camel","beaver","lama","zebra","panda","dromadaire","okapi","elephant",1,1,1,0,25270
"4397",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,20,"filler_fep","ara","pelican","perruche","toxicodon","tera","swan","macareux","dindon",1,1,1,0,11662
"4400",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,8,"filler_yes","paon","dindon","duck","night_butter","mesange","swan","pelican","nymph",0,1,1,0,16358
"4402",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,14,"fep","cerf","lion","oryx","hippopotame","lama","alces","cow","lemur",1,1,1,0,15062
"4403",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,9,"filler_no","duck","perruche","swan","ara","baobab","trametes","starfish2","pears",0,0,0,0,10361
"4405",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,19,"filler_yes","hyacinth2","colchique","iris","lycaon","orchid","hyacinth","cephalantera","cobra",1,1,1,0,7647
"4406",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,18,"fep","baobab","taxus","peach","pachys","cephalantera","horn","gazania","cassiopea",1,1,1,0,26952
"4407",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,13,"dist","alces","cat","oryx","lama","dromadaire","cerf","capri","capincho",0,1,0,0,12463
"4408",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,12,"dist","peach","nenuphar","apples","cactus","pachys","pears","bouleau","pin_sylvestre",0,1,0,0,16252
"4409",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,22,"fep","horn","pachys","chestnut","baobab","cactus2","bouleau","apples","hyacinth2",0,1,0,0,19782
"4410",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,13,"filler_no","corynactis","actinia","diplora","varan","anthopleura","peach","chestnut","panda",0,0,0,1,14594
"4411",234,"F","United","English",1968,"24.193.223.99","9R7XAGD","ACDTG2CJ7JI8L",1.4,"12:42:13","12:49:45",22,"amb_A1",234,21,"filler_no","swan","pinguouin","rouge","mesange","anthopleura","cypre","bouleau","geoglossum",0,0,0,0,6943
"4412",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,15,"dist","peach","cypre","pears","cactus3","pachys","apples","oak","jellyfish3",1,1,1,0,11398
"4415",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",1,1,0,1,27179
"4417",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,20,"filler_no","mesange","tera","duck","perruche","beetle","orchid2","nymph","jellyfish3",0,0,0,0,20837
"4418",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,22,"filler_fep","pinguouin","macareux","duck","pears","ara","paon","rouge","tera",0,1,1,1,12483
"4420",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,16,"dist","amanite3","hypocreopsis","amanite1","phellodon","calocera","amanite2","boletus","corynactis",0,1,1,0,11396
"4421",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,20,"filler_no","paon","tera","owl","hawk","starfish3","butterfly","jellyfish3","mycena2",0,0,0,0,8830
"4423",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,18,"fep","baobab","edulis","horn","bux","colchique","chestnut","aster","jellyfish3",0,1,0,0,19420
"4429",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,19,"dist","rat","chimp","hamster","porcupine","rabbit","mouse","squirrel","black_bear",1,1,1,0,18016
"4432",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,14,"dist","cactus2","cypre","cactus","pachys","cephalantera","cactus3","peach","jellyfish2",0,1,0,0,24491
"4434",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,16,"fep","alces","cat","oryx","hippopotame","phacoch","cerf","cow","porcupine",1,1,1,1,30932
"4438",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,17,"fep","camel","mouse","lama","zebra","chita","dromadaire","okapi","frog",0,1,1,0,19168
"4441",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,18,"filler_fep","macareux","rouge","swan","bee","hawk","mesange","chouette","diplora",1,1,1,1,91883
"4443",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,21,"filler_fep","hippopotame","pig2","cow","cactus2","oryx","capri","okapi","cruentomycena",1,1,1,1,13647
"4444",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,17,"filler_yes","corynactis","montipora","acropora","squirrel","mussida","actinia","anthopleura","pig",0,1,1,0,12823
"4446",237,"F","United","English",1964,"99.98.116.223","NWYEG4E","A3AU7L204D8TZK",1.51667,"12:43:20","12:52:44",22,"amb_A1",237,21,"filler_yes","macareux","mesange","ara","orchid","duck","rouge","swan","chouette",0,1,0,1,12661
"4450",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,15,"filler_no","pinguouin","duck","mesange","cricket","owl","libellule2","grasshopper2","amanite2",0,0,0,1,24222
"4451",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,19,"fep","chestnut","juniperus","horn","cactus3","bux","oak","pears","cassiopea",1,1,0,0,19483
"4455",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,8,"filler_fep","capincho","beaver","mouse","peach","hamster","rat","squirrel","porcupine",1,1,1,0,13795
"4457",236,"M","United","English",1950,"98.214.27.207","M7KJEGW","A1RK314J53UKIN",1.01667,"12:42:31","12:52:04",22,"amb_A1",236,22,"dist","owl","toad","hawk","tortue","geko","chouette","kiwi","jellyfish",1,1,1,0,20876
"4458",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,6,"fep","mycena3","aleuria","mycena2","phellodon","calocera","mycena","boletus","jellyfish2",1,1,1,0,19343
"4459",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,2,"filler_no","macareux","duck","rouge","pachys","paon","ganoderma","moskito","taxus",0,0,0,1,7871
"4461",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,3,"filler_yes","pinguouin","macareux","duck","pears","ara","paon","rouge","tera",0,0,0,0,25490
"4463",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,4,"fep","alces","frog","oryx","rhino","elephant","cerf","capri","jellyfish",1,1,1,0,55859
"4467",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,5,"fep","chimp","zebra","baboon","tarsier","lemur","gorilla","cacajao","elephant",0,1,1,1,35224
"4468",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,7,"filler_fep","duck","mesange","tera","victoria","dindon","rouge","hawk","hygrophoropsis",0,1,1,1,10407
"4473",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,10,"fep","dromadaire","gorilla","lama","zebra","panda","camel","okapi","toad",0,1,0,0,17757
"4475",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,9,"filler_yes","duck","paon","macareux","aster","hawk","ara","owl","trametes",1,1,1,1,9591
"4481",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,22,"dist","cow","chita","capri","lama","dromadaire","bison","cerf","porcupine",1,1,1,0,9827
"4486",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,18,"dist","rouge","frog","pelican","tortue","geko","mesange","casuarius","jellyfish3",1,1,1,0,8703
"4487",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,13,"dist","bee","amblypigy","guepe","cricket","libellule","dauber","fly","cassiopea",1,1,1,0,11676
"4488",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,2,"dist","gorilla","cat","baboon","lemur","beaver","chimp","cacajao","toad",0,1,1,0,8295
"4491",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,15,"dist","oak","hyacinth","horn","cactus2","bux","chestnut","apples","juniperus",1,1,1,1,13035
"4492",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,12,"filler_fep","ara","pinguouin","dindon","spider2","hawk","chouette","swan","cocci",1,1,1,1,9988
"4494",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,20,"dist","cerf","chita","oryx","hippopotame","pig2","alces","bison","tarsier",1,1,1,0,10797
"4496",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,14,"filler_no","ara","perruche","mesange","starfish2","macareux","apples","horn","jellyfish2",0,0,0,1,8003
"4502",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,19,"filler_yes","pelican","owl","tera","corynactis","mesange","pinguouin","chouette","ara",1,1,1,1,7295
"4507",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,11,"filler_no","duck","macareux","hawk","diplora","swan","fly","geoglossum","amanite3",0,0,0,1,9082
"4512",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,21,"dist","cactus3","nenuphar","cactus2","pachys","colchique","cactus","peach","cypre",1,1,0,1,10772
"4517",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,16,"fep","bison","baboon","capri","panda","ours","cow","oryx","frog",1,1,1,0,15981
"4519",239,"F","United","English",1994,"83.233.217.75","2GVA2HS","A1A6QWWGNGUGEN",0.316667,"12:50:34","12:57:49",22,"amb_A1",239,17,"fep","chestnut","bux","bouleau","baobab","cactus2","horn","pears","orchid2",0,1,1,1,18918
"4532",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","lycaon",1,1,0,0,11155
"4533",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,5,"dist","cow","panda","capri","hippopotame","pig2","bison","cerf","tarsier",0,1,1,0,10162
"4536",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,4,"fep","peach","cypre","pears","cactus2","pachys","apples","oak","jellyfish3",1,1,1,0,7729
"4537",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,3,"fep","hamster","tortue","rat","rhino","elephant","mouse","squirrel","cassiopea",0,1,1,0,10417
"4543",246,"M","United","English",1960,"69.146.104.110","G6M59YV","A1CRE2Z623JZ6V",0.766667,"13:07:55","13:14:51",22,"amb_A1",246,4,"dist","cow","ours","capri","hippopotame","pig2","bison","alces","beaver",1,1,1,1,14759
"4545",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,14,"fep","cactus3","edulis","cactus2","bux","hyacinth","cactus","aster","jellyfish2",1,1,1,0,4904
"4546",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,10,"fep","bison","dog","capri","lama","dromadaire","cow","oryx","elephant",0,1,1,0,12211
"4550",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,15,"filler_fep","ara","macareux","mesange","night_butter","tera","swan","paon","orchid2",1,1,1,0,7150
"4553",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,6,"filler_no","hippopotame","oryx","okapi","giraffe","juniperus","night_butter","amanite2","cactus2",0,0,0,0,4537
"4554",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,22,"dist","bouleau","hyacinth","horn","cactus","bux","chestnut","pears","juniperus",1,1,1,0,4789
"4555",246,"M","United","English",1960,"69.146.104.110","G6M59YV","A1CRE2Z623JZ6V",0.766667,"13:07:55","13:14:51",22,"amb_A1",246,3,"filler_yes","dindon","paon","chouette","amblypigy","tera","perruche","duck","hawk",1,1,1,1,11026
"4564",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,9,"fep","alces","chimp","oryx","pig","rhino","cerf","cow","frog",1,1,1,0,6989
"4565",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,7,"filler_yes","ara","perruche","mesange","starfish2","hawk","paon","pinguouin","apples",1,1,1,0,5515
"4566",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,16,"filler_yes","ara","duck","tera","dauber","hawk","perruche","dindon","pinguouin",1,1,1,0,4772
"4567",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,13,"filler_no","mesange","rouge","pelican","mycena","duck","colchique","apples","bux",0,0,0,0,3961
"4569",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,17,"filler_fep","pelican","paon","duck","urchin","mesange","rouge","tera","hawk",1,1,1,0,6327
"4573",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,11,"dist","amanite1","hypocreopsis","amanite3","trametes","calocera","amanite2","boletus","corynactis",1,1,1,0,5969
"4574",246,"M","United","English",1960,"69.146.104.110","G6M59YV","A1CRE2Z623JZ6V",0.766667,"13:07:55","13:14:51",22,"amb_A1",246,2,"dist","horn","orchid","chestnut","cactus","bux","bouleau","peach","taxus",0,1,0,1,23153
"4581",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,8,"filler_yes","dindon","rouge","ara","corynactis","hawk","mesange","paon","owl",1,1,1,0,5935
"4582",244,"M","United","English",1989,"74.75.53.61","59SJ4EK","AUEG21ZA6H6Q3",0.6,"13:01:45","13:05:15",22,"amb_A1",244,12,"filler_no","hippopotame","oryx","capri","fomitopsis","cerf","libellule2","butterfly","grasshopper",0,0,0,0,7605
