"","id","gender","nat","lang","age","ip","c_mt","w_id","f_t","t_ini","t_end","trials_n","version","id_p","trial","cond","ex1","ex2","ex3","fep","t_in","t1","t2","t_out","t_in_rep","t1_rep","t2_rep","t_out_rep","rt"
"5783",310,"M","United","English",1982,"70.89.194.89","85BZCE3","A29M6599UST2FU",0.383333,"13:47:23","13:51:13",22,"amb_A1",310,20,"filler_yes","ara","paon","mesange","toxicodon","tera","chouette","pelican","duck",1,1,1,0,6080
"5784",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,10,"filler_no","pinguouin","macareux","tera","ganoderma","dindon","jellyfish","dauber","amanite2",0,0,0,1,5921
"5785",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,14,"dist","peach","juniperus","pears","cactus","pachys","apples","bouleau","cassiopea",0,1,1,0,9660
"5786",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,13,"filler_fep","hippopotame","okapi","cow","pin_sylvestre","oryx","cerf","capri","calocera",1,1,1,1,20008
"5787",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,12,"fep","giraffe","cacajao","cow","rhino","cheval","capri","hippopotame","frog",0,1,0,0,28713
"5790",310,"M","United","English",1982,"70.89.194.89","85BZCE3","A29M6599UST2FU",0.383333,"13:47:23","13:51:13",22,"amb_A1",310,19,"dist","capri","dog","bison","lama","camel","cow","cerf","beaver",1,1,1,0,10192
"5791",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,19,"fep","hamster","alces","mouse","capincho","lemur","rat","squirrel","toad",1,1,1,0,34132
"5792",300,"M","United","English",1974,"24.246.115.90","CYCBQJY","A1XIAEEPS1B2M4",0.35,"13:44:12","13:51:48",22,"amb_A1",300,17,"dist","rat","chimp","hamster","capincho","rabbit","mouse","squirrel","black_bear",0,1,1,0,11970
"5795",303,"M","United","English",1992,"64.6.121.201","9P7HX9Q","AABZ7RZANNX5Z",0.35,"13:45:42","13:51:21",22,"amb_A1",303,20,"filler_yes","hyacinth","toxicodon","iris","cow","cephalantera","orchid2","orchid","hyacinth2",1,1,1,1,7502
"5799",310,"M","United","English",1982,"70.89.194.89","85BZCE3","A29M6599UST2FU",0.383333,"13:47:23","13:51:13",22,"amb_A1",310,22,"dist","apples","edulis","pears","cactus","bux","peach","chestnut","jellyfish3",1,1,1,0,6280
"5803",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,18,"fep","capri","lycaon","bison","phacoch","lama","cow","oryx","beaver",1,0,1,0,12699
"5805",300,"M","United","English",1974,"24.246.115.90","CYCBQJY","A1XIAEEPS1B2M4",0.35,"13:44:12","13:51:48",22,"amb_A1",300,20,"filler_fep","anthopleura","actinia","corynactis","rhino","montipora","acropora","diplora","pig",1,1,1,0,12478
"5806",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,21,"filler_fep","hippopotame","cerf","giraffe","iris","cow","okapi","alces","oryx",1,1,1,1,16069
"5811",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,20,"fep","mycena2","morchella","mycena3","ganoderma","calocera","mycena","boletus","jellyfish",0,1,1,0,11227
"5813",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,15,"filler_fep","dindon","macareux","hawk","night_butter","paon","ara","pinguouin","perruche",1,1,1,1,9057
"5815",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,8,"filler_yes","mesange","rouge","pelican","mycena","ara","owl","tera","colchique",1,1,1,1,9585
"5816",300,"M","United","English",1974,"24.246.115.90","CYCBQJY","A1XIAEEPS1B2M4",0.35,"13:44:12","13:51:48",22,"amb_A1",300,21,"filler_fep","hyacinth","toxicodon","orchid","pelican","orchid2","iris","cephalantera","copro",1,1,0,0,8919
"5817",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,17,"fep","cactus3","nymph","cactus2","pachys","iris","cactus","peach","taxus",0,1,0,0,13916
"5818",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,18,"filler_no","ara","chouette","paon","butterfly","rouge","mycena2","grasshopper2","oak",0,0,0,1,6844
"5819",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,19,"fep","cacajao","wolf","gorilla","porcupine","rat","baboon","tarsier","frog",0,1,1,0,10085
"5824",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,16,"filler_yes","okapi","cerf","alces","mycena2","oryx","capri","bison","guepe",1,1,0,0,11127
"5826",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,17,"filler_yes","pinguouin","chouette","owl","trametes","hawk","swan","mesange","paon",1,0,0,0,17130
"5829",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,9,"dist","alces","cat","oryx","pig","lama","cerf","bison","capincho",1,1,1,1,12045
"5831",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,22,"dist","bouleau","orchid2","horn","cactus","pachys","chestnut","peach","cypre",1,1,0,1,13019
"5834",285,"F","United","English",1981,"99.163.111.154","LTFV9VR","A2D8LCIPXR0JOR",0.616667,"13:40:47","13:51:39",22,"amb_A1",285,22,"dist","casuarius","toad","kiwi","tortue","geko","emu","owl","jellyfish2",1,1,0,0,10225
"5840",303,"M","United","English",1992,"64.6.121.201","9P7HX9Q","AABZ7RZANNX5Z",0.35,"13:45:42","13:51:21",22,"amb_A1",303,22,"filler_yes","boletus","hygrophoropsis","amanite1","chamaleon","amanite3","amanite2","cruentomycena","mycena2",1,1,0,0,9759
"5841",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,13,"fep","cactus","piceap","cactus2","pachys","colchique","cactus3","apples","cassiopea",0,1,0,0,13220
"5844",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,17,"filler_yes","ara","swan","mesange","montipora","dindon","paon","chouette","perruche",1,1,1,1,10574
"5845",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,20,"dist","mycena2","hypocreopsis","mycena","ganoderma","calocera","mycena3","boletus","corynactis",1,1,1,0,14351
"5847",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,14,"fep","black_bear","chimp","panda","chita","pig2","ours","dog","toad",0,1,0,0,19742
"5849",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,19,"dist","pears","nymph","apples","cactus3","bux","peach","oak","pin_sylvestre",1,1,0,0,9065
"5851",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,10,"fep","hamster","giraffe","mouse","capincho","lemur","rat","squirrel","frog",1,1,1,0,19670
"5852",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,21,"filler_yes","hyacinth","colchique","orchid","baboon","iris","cephalantera","hyacinth2","starfish3",1,1,1,1,9638
"5853",300,"M","United","English",1974,"24.246.115.90","CYCBQJY","A1XIAEEPS1B2M4",0.35,"13:44:12","13:51:48",22,"amb_A1",300,22,"filler_no","paon","hawk","perruche","mesange","vibrissea","horn","orchid","cephalantera",0,0,0,0,10813
"5858",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,16,"filler_no","pinguouin","rouge","duck","owl","mycena2","bux","hygrophoropsis","urchin",0,0,0,0,7819
"5862",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,12,"filler_fep","mesange","rouge","hawk","horn","tera","chouette","swan","cricket",1,1,1,1,8555
"5864",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,11,"filler_yes","okapi","alces","oryx","libellule","cerf","cow","bison","capri",1,1,1,1,13477
"5865",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,20,"filler_fep","macareux","rouge","ara","montipora","pinguouin","tera","paon","moskito",0,1,1,1,12408
"5868",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,21,"fep","pig","frog","phacoch","rhino","elephant","pig2","cow","jellyfish",0,1,0,0,55438
"5876",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,21,"filler_fep","duck","paon","swan","hyacinth2","chouette","macareux","mesange","iris",1,1,1,1,10976
"5878",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,18,"dist","apples","nenuphar","peach","cactus2","bux","pears","bouleau","piceap",0,1,0,0,12719
"5885",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,14,"filler_yes","macareux","perruche","owl","cassiopea","hawk","rouge","pelican","duck",1,0,0,0,14111
"5891",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",1,1,0,0,7821
"5893",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,13,"dist","cactus2","piceap","cactus","pachys","toxicodon","cactus3","pears","jellyfish3",1,1,1,0,12140
"5894",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,18,"dist","cactus","nymph","cactus3","bux","orchid","cactus2","gazania","juniperus",0,1,0,0,19271
"5901",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,22,"filler_no","dindon","chouette","pelican","boletus","ara","taxus","cocci","oak",0,0,0,1,19862
"5903",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,22,"fep","cow","black_bear","capri","lama","camel","bison","cerf","elephant",0,1,0,0,12191
"5905",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,19,"filler_no","pelican","mesange","hawk","pinguouin","cypre","orchid2","phellodon","corynactis",0,0,0,0,5955
"5906",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,20,"filler_yes","mesange","hawk","tera","cactus3","swan","rouge","paon","nymph",0,1,0,0,9853
"5907",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,2,"filler_fep","pelican","ara","hawk","calocera","perruche","chouette","duck","tera",1,1,1,1,9398
"5908",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,15,"fep","pears","pachys","peach","baobab","cactus2","apples","oak","toxicodon",0,1,0,1,10295
"5911",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,17,"dist","casuarius","rhino","kiwi","tortue","geko","emu","owl","jellyfish2",0,1,0,0,11208
"5914",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,16,"fep","oak","nymph","horn","cactus3","pachys","chestnut","apples","cypre",1,1,0,0,14931
"5918",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,3,"dist","oak","iris","horn","cactus2","pachys","chestnut","peach","juniperus",1,1,0,1,9509
"5931",321,"M","United","Chinese",1980,"68.10.1.162","34XTMMN","A4E1UYPDHE8D8",0.85,"13:52:07","14:07:39",22,"amb_A1",321,2,"fep","bison","porcupine","capri","panda","dog","cow","alces","elephant",0,1,1,1,115554
"5932",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,10,"filler_yes","swan","paon","owl","fomitopsis","perruche","dindon","chouette","ara",1,1,1,1,6699
"5933",321,"M","United","Chinese",1980,"68.10.1.162","34XTMMN","A4E1UYPDHE8D8",0.85,"13:52:07","14:07:39",22,"amb_A1",321,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",1,1,0,0,59926
"5934",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",0,0,1,0,5894
"5935",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,9,"filler_no","perruche","rouge","pinguouin","macareux","cassiopea","boletus","cactus2","chestnut",0,0,0,0,6666
"5936",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,4,"filler_no","actinia","anthopleura","corynactis","diplora","bouleau","bison","owl","wolf",0,0,0,0,5173
"5937",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,2,"filler_no","paon","owl","pelican","spider","hawk","montipora","night_butter","moskito",0,0,0,1,20232
"5938",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,22,"dist","owl","salamandre","hawk","tortue","geko","tera","kiwi","jellyfish2",1,1,1,0,10232
"5940",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,3,"filler_yes","pinguouin","duck","mesange","cricket","chouette","macareux","tera","libellule2",0,1,0,0,7708
"5942",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,22,"filler_fep","duck","pelican","chouette","fomitopsis","tera","swan","ara","rouge",1,1,0,1,18057
"5943",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,5,"dist","apples","toxicodon","pears","baobab","cactus","peach","bouleau","nymph",0,1,0,1,8971
"5944",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,7,"fep","cactus","nymph","cactus3","pachys","hyacinth2","cactus2","gazania","taxus",0,1,0,0,10376
"5947",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,6,"fep","cacajao","capri","chimp","porcupine","rat","gorilla","tarsier","frog",0,1,1,0,8037
"5948",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,13,"filler_no","giraffe","hippopotame","alces","okapi","calocera","pachys","iris","mycena3",0,0,0,0,4480
"5949",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,11,"fep","ours","rabbit","panda","rhino","pig","black_bear","dog","elephant",1,1,1,0,12975
"5950",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,4,"fep","baboon","pig2","chimp","lemur","capincho","gorilla","cacajao","elephant",0,1,1,0,10098
"5958",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,21,"fep","mycena3","geoglossum","mycena","phellodon","calocera","mycena2","boletus","jellyfish",0,1,1,0,8403
"5959",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,19,"fep","cerf","tarsier","oryx","lycaon","dog","alces","cow","elephant",0,1,0,1,12522
"5963",311,"M","United","English",1981,"24.1.191.4","RLHSAY","A25AMA8W5ASH00",0.916667,"13:47:28","13:54:56",22,"amb_A1",311,20,"filler_no","hygrophoropsis","amanite1","cruentomycena","bouleau","amanite2","cat","chestnut","rouge",0,0,0,1,6830
"5966",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,8,"dist","gorilla","squirrel","baboon","tarsier","lemur","chimp","cacajao","tiger",1,1,1,0,8149
"5969",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,7,"dist","amanite3","vibrissea","amanite2","hydnellum","calocera","amanite1","boletus","jellyfish2",0,1,1,0,4298
"5970",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,12,"dist","hamster","chimp","rat","capincho","rabbit","mouse","squirrel","okapi",1,1,1,1,8388
"5977",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,5,"filler_no","hippopotame","bison","cerf","orchid","oryx","amanite2","geoglossum","mycena3",0,0,0,1,5720
"5980",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,6,"filler_fep","rouge","swan","perruche","victoria","pinguouin","macareux","chouette","duck",0,1,1,1,16494
"5983",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,15,"dist","dromadaire","cacajao","lama","zebra","lycaon","camel","giraffe","toad",0,1,0,0,7820
"5986",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,14,"filler_yes","duck","dindon","rouge","amblypigy","perruche","pelican","swan","pinguouin",1,1,1,1,6410
"5988",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,9,"dist","cactus3","nymph","cactus2","pachys","hyacinth","cactus","gazania","cypre",1,1,0,0,12376
"5989",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,8,"filler_fep","dindon","ara","perruche","starfish","paon","mesange","macareux","duck",1,1,1,1,10764
"5995",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,20,"fep","capri","dog","bison","hippopotame","lama","cow","cerf","beaver",1,1,1,0,9000
"5997",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,21,"fep","chestnut","juniperus","horn","cactus","bux","oak","pears","cassiopea",0,1,0,0,7102
"5998",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,11,"dist","lemur","geko","cacajao","pig2","elephant","baboon","hamster","jellyfish3",0,1,0,0,7813
"6001",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,20,"fep","pinguouin","rhino","chouette","tortue","geko","mesange","casuarius","cassiopea",0,1,1,0,5983
"6005",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,13,"filler_no","rouge","dindon","swan","hawk","amanite2","bouleau","chestnut","hyacinth2",0,0,0,0,5285
"6012",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,10,"fep","oak","nymph","horn","cactus3","bux","chestnut","peach","taxus",1,1,0,1,6173
"6014",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,12,"fep","apples","victoria","peach","cactus2","pachys","pears","chestnut","pin_sylvestre",0,1,0,0,8642
"6018",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,14,"filler_yes","duck","macareux","mesange","peach","hawk","swan","pinguouin","paon",1,1,1,1,7980
"6019",325,"M","United","English",1983,"67.190.218.225","BVSJ39","A2HV1RZ3R1CM89",0.666667,"13:55:10","13:59:52",22,"amb_A1",325,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",1,1,0,1,9326
"6021",325,"M","United","English",1983,"67.190.218.225","BVSJ39","A2HV1RZ3R1CM89",0.666667,"13:55:10","13:59:52",22,"amb_A1",325,4,"dist","alces","chita","oryx","lama","dromadaire","cerf","cow","porcupine",0,1,1,0,9968
"6022",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,17,"dist","oryx","dog","cerf","lama","dromadaire","alces","cow","porcupine",0,1,1,0,7168
"6023",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,17,"filler_fep","pinguouin","perruche","rouge","mycena3","duck","pelican","swan","edulis",1,1,1,1,8735
"6024",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,16,"filler_yes","pinguouin","tera","chouette","mycena","rouge","pelican","ara","owl",1,1,1,1,7665
"6025",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,19,"filler_fep","rouge","dindon","ara","anthopleura","hawk","mesange","pelican","macareux",1,1,1,1,6761
"6026",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,18,"fep","cruentomycena","morchella","mycena3","fomitopsis","calocera","mycena","boletus","jellyfish",0,1,1,0,8746
"6029",324,"F","United","English",1984,"128.118.98.226","5SUQ2FP","A27M6CGYSYFVGN",0.45,"13:54:38","14:00:20",22,"amb_A1",324,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","lycaon",1,1,0,0,10432
"6030",322,"F","United","English",1992,"216.162.154.21","AUT3N6W","A1EZAK1G1807K2",0.516667,"13:52:19","13:56:10",22,"amb_A1",322,22,"dist","oryx","dog","cerf","lama","dromadaire","alces","cow","porcupine",1,1,1,0,6539
"6031",325,"M","United","English",1983,"67.190.218.225","BVSJ39","A2HV1RZ3R1CM89",0.666667,"13:55:10","13:59:52",22,"amb_A1",325,2,"filler_no","hippopotame","phacoch","alces","bison","trametes","mussida","taxus","horn",0,0,0,0,7414
"6034",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,16,"filler_fep","okapi","cerf","oryx","juniperus","giraffe","cow","capri","morchella",0,1,1,0,9679
"6035",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,15,"fep","mouse","giraffe","hamster","porcupine","tarsier","rat","squirrel","toad",1,1,1,0,7719
"6036",324,"F","United","English",1984,"128.118.98.226","5SUQ2FP","A27M6CGYSYFVGN",0.45,"13:54:38","14:00:20",22,"amb_A1",324,3,"fep","capri","mouse","bison","panda","black_bear","cow","oryx","frog",1,1,1,0,37744
"6038",325,"M","United","English",1983,"67.190.218.225","BVSJ39","A2HV1RZ3R1CM89",0.666667,"13:55:10","13:59:52",22,"amb_A1",325,5,"fep","bison","lycaon","capri","phacoch","lama","cow","cerf","elephant",0,1,1,0,10192
"6040",325,"M","United","English",1983,"67.190.218.225","BVSJ39","A2HV1RZ3R1CM89",0.666667,"13:55:10","13:59:52",22,"amb_A1",325,3,"filler_fep","swan","hawk","pinguouin","hypocreopsis","owl","dindon","paon","butterfly",1,1,1,1,10902
"6041",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,18,"fep","okapi","gorilla","capri","rhino","tiger","cow","hippopotame","frog",1,1,0,0,14419
"6045",324,"F","United","English",1984,"128.118.98.226","5SUQ2FP","A27M6CGYSYFVGN",0.45,"13:54:38","14:00:20",22,"amb_A1",324,2,"dist","pears","hyacinth2","peach","baobab","cactus2","apples","oak","victoria",0,1,0,0,11833
"6046",323,"M","United","English",1990,"173.20.57.57","DGJSC5W","AN9MVFWRCF2OP",0.216667,"13:52:55","13:56:47",22,"amb_A1",323,19,"dist","alces","cat","oryx","pig","lama","cerf","bison","capincho",1,1,1,0,9493
"6051",325,"M","United","English",1983,"67.190.218.225","BVSJ39","A2HV1RZ3R1CM89",0.666667,"13:55:10","13:59:52",22,"amb_A1",325,6,"fep","horn","taxus","bouleau","cactus2","pachys","oak","pears","jellyfish3",1,1,0,0,26619
